	TSC1/2	p70S6K	AKT	AKTP	PRAS40	IRS1_PI3K	mTORC1_pS2448	mTORC2
1	-3.2088793	0.11261026	-0.28582624	-0.28244378	-0.22773744	-0.30183229	0.64903528	-9.6015992e-07
2	0.9075426	-0.12766189	-2.5903099999999997	-2.587136	0.15281416	-2.6553327999999996	-0.43947839	-9.6015992e-07
3	-0.06831000400000001	0.0072301777	0.16116751	-0.62610977	-0.012096068	0.14791783	0.027388505	1.7779508999999998
4	-0.060368402	0.006293725799999999	0.14020726	-0.41752126	-0.010653846000000002	0.13134777	0.024242938	-9.6015992e-07
5	-1.6708572	-1.5691534	2.7533987	2.7552181	0.21778006	3.3259135000000004	-2.8507652	-9.6015992e-07
6	-0.06587714	0.0075017708	0.1637797	-1.0770839	-0.011773095	0.14237151	0.026430559	-3.3219290999999997
7	-2.2714872	0.095430974	-3.4781095	-3.4746476000000004	-0.17103163	-3.5520023000000003	0.56075403	-9.6015991e-07
8	-3.2039115000000002	0.1126415	-0.27603021	-1.0631473999999999	-0.22757633	-0.30543833	0.64869428	1.7779508999999998
9	-3.2032507999999997	0.11261487	-0.28257544	-0.84014137	-0.22749642	-0.30898189	0.64864812	-9.6015991e-07
10	-4.8888471	-1.4082583	2.6215811	2.6234437	0.22632098	3.1251863999999996	-2.6028862	-9.6015992e-07
11	-3.2023352000000003	0.11265586	-0.271709	-1.512417	-0.22753465	-0.30598765	0.64858596	-3.3219290999999997
12	0.9163336	-0.12881911	-2.6005648999999997	-3.3879249	0.15416605	-2.661835	-0.44442878	1.7779508999999998
13	0.9148014	-0.12860245	-2.6008992	-3.1587	0.15393641	-2.6630804	-0.44356506	-9.6015992e-07
14	0.10149089	-1.9295525000000002	0.20349207	0.20545814	0.46881683	0.22930518	-3.3642343999999995	-9.6015992e-07
15	0.91932124	-0.12923794	-2.6028656000000003	-3.843829	0.15462193	-2.6627236	-0.44611419	-3.3219290999999997
16	-0.044715044	0.0063088337	0.12873682	-1.8339159999999999	-0.0082022495	0.097855026	0.018027028	1.7779508999999998
17	-1.7914038	-1.546183	2.9246673999999997	2.1359359	0.18744973	3.3028682999999996	-2.8301389	1.7779508999999998
18	-0.064380992	0.0075123831000000005	0.16278818	-1.2299648	-0.011540109	0.13913807	0.025839637999999998	-1.5439771999999998
19	-1.7542802	-1.5496693000000001	2.8738217	2.314854	0.19682342	3.2965294999999997	-2.8363378	-9.6015992e-07
20	-0.041998395	0.0065595021	0.13087331	-3.1877348	-0.0078306182	0.092305303	0.016946082	-3.3219290999999997
21	-1.8426381	-1.5381451000000002	2.9953295	1.7530464	0.17405919	3.2970211000000003	-2.8217979	-3.3219290999999997
