,MOLINELLI_2013
1,0.6327985739750446
2,0.6399286987522281
3,0.6541889483065954
4,0.6417112299465241
5,0.6844919786096256
6,0.6827094474153298
7,0.6702317290552585
8,0.5953654188948306
9,0.6203208556149733
10,0.5864527629233511
11,0.6631016042780749
12,0.6702317290552585
13,0.6274509803921569
14,0.6452762923351159
15,0.6737967914438503
16,0.6149732620320856
17,0.64349376114082
18,0.6773618538324421
19,0.6702317290552585
20,0.6702317290552585
21,0.6078431372549019
22,0.6060606060606061
23,0.6541889483065954
24,0.6363636363636364
25,0.6310160427807486
26,0.6114081996434938
27,0.6292335115864528
28,0.6274509803921569
29,0.5721925133689839
30,0.6452762923351159
31,0.5793226381461676
32,0.6488413547237076
33,0.5971479500891266
34,0.6524064171122995
35,0.6737967914438503
36,0.6221033868092691
37,0.6203208556149733
38,0.6417112299465241
39,0.6737967914438503
40,0.6185383244206774
41,0.6470588235294118
42,0.6898395721925134
43,0.6114081996434938
44,0.661319073083779
45,0.661319073083779
46,0.7058823529411765
47,0.5757575757575758
48,0.6452762923351159
49,0.6060606060606061
50,0.6417112299465241
51,0.6327985739750446
52,0.6506238859180036
53,0.661319073083779
54,0.6167557932263814
55,0.7005347593582888
56,0.661319073083779
57,0.6060606060606061
58,0.6185383244206774
59,0.6595365418894831
60,0.6470588235294118
61,0.5204991087344029
62,0.5971479500891266
63,0.6327985739750446
64,0.6345811051693404
65,0.6452762923351159
66,0.6256684491978609
67,0.6327985739750446
68,0.5935828877005348
69,0.5276292335115864
70,0.6185383244206774
71,0.6702317290552585
72,0.661319073083779
73,0.6506238859180036
74,0.5846702317290553
75,0.661319073083779
76,0.6666666666666666
77,0.6131907308377896
78,0.6256684491978609
79,0.6488413547237076
80,0.661319073083779
81,0.6541889483065954
82,0.6292335115864528
83,0.6684491978609626
84,0.6185383244206774
85,0.6862745098039216
86,0.6452762923351159
87,0.6470588235294118
88,0.6167557932263814
89,0.6684491978609626
90,0.6399286987522281
91,0.661319073083779
92,0.6185383244206774
93,0.6024955436720143
94,0.6684491978609626
95,0.6203208556149733
96,0.6880570409982175
97,0.6417112299465241
98,0.6256684491978609
99,0.6737967914438503
100,0.6773618538324421
101,0.6916221033868093
102,0.6880570409982175
103,0.6131907308377896
104,0.6595365418894831
105,0.6417112299465241
106,0.6149732620320856
107,0.6024955436720143
108,0.6809269162210339
109,0.6755793226381461
110,0.6737967914438503
111,0.64349376114082
112,0.6452762923351159
113,0.6648841354723708
114,0.6755793226381461
115,0.6720142602495544
116,0.6345811051693404
117,0.6880570409982175
118,0.661319073083779
119,0.6648841354723708
120,0.6149732620320856
121,0.6185383244206774
122,0.6595365418894831
123,0.6327985739750446
124,0.6559714795008913
125,0.6702317290552585
126,0.6203208556149733
127,0.6524064171122995
128,0.6488413547237076
129,0.6363636363636364
130,0.6292335115864528
131,0.6488413547237076
132,0.6167557932263814
133,0.6631016042780749
134,0.6488413547237076
135,0.64349376114082
136,0.6417112299465241
137,0.5918003565062389
138,0.5686274509803921
139,0.6631016042780749
140,0.6702317290552585
141,0.6506238859180036
142,0.5953654188948306
143,0.6898395721925134
144,0.6577540106951871
145,0.6702317290552585
146,0.6631016042780749
147,0.6541889483065954
148,0.6524064171122995
149,0.6631016042780749
150,0.6470588235294118
151,0.64349376114082
152,0.5918003565062389
153,0.6452762923351159
154,0.6096256684491979
155,0.6524064171122995
156,0.6310160427807486
157,0.6417112299465241
158,0.6631016042780749
159,0.6862745098039216
160,0.6720142602495544
161,0.6898395721925134
162,0.6631016042780749
163,0.6862745098039216
164,0.6452762923351159
165,0.6684491978609626
166,0.6292335115864528
167,0.6809269162210339
168,0.7058823529411765
169,0.6506238859180036
170,0.6007130124777184
171,0.6274509803921569
172,0.6363636363636364
173,0.6684491978609626
174,0.6417112299465241
175,0.6007130124777184
176,0.6221033868092691
177,0.5668449197860963
178,0.6452762923351159
179,0.6934046345811051
180,0.6827094474153298
181,0.6024955436720143
182,0.6844919786096256
183,0.6720142602495544
184,0.6274509803921569
185,0.6720142602495544
186,0.6755793226381461
187,0.5935828877005348
188,0.6720142602495544
189,0.5900178253119429
190,0.5864527629233511
191,0.6310160427807486
192,0.6880570409982175
193,0.6238859180035651
194,0.6470588235294118
195,0.6898395721925134
196,0.64349376114082
197,0.6238859180035651
198,0.6720142602495544
199,0.6809269162210339
200,0.5989304812834224
201,0.6399286987522281
202,0.6809269162210339
203,0.679144385026738
204,0.6809269162210339
205,0.6524064171122995
206,0.6310160427807486
207,0.6755793226381461
208,0.5953654188948306
209,0.5579322638146168
210,0.6149732620320856
211,0.6310160427807486
212,0.6007130124777184
213,0.6221033868092691
214,0.6221033868092691
215,0.5989304812834224
216,0.6327985739750446
217,0.6256684491978609
218,0.6541889483065954
219,0.5971479500891266
220,0.6755793226381461
221,0.6363636363636364
222,0.6666666666666666
223,0.6666666666666666
224,0.6417112299465241
225,0.6720142602495544
226,0.6541889483065954
227,0.6541889483065954
228,0.6648841354723708
229,0.6916221033868093
230,0.5918003565062389
231,0.6559714795008913
232,0.6060606060606061
233,0.6310160427807486
234,0.6631016042780749
235,0.6506238859180036
236,0.5935828877005348
237,0.6470588235294118
