,KORKUT_2015A
1,0.6108027616082307
2,0.6381480980100176
3,0.6033572492216055
4,0.6455936103966428
5,0.6435630161093814
6,0.6209557330445377
7,0.6732096927033978
8,0.6451874915391904
9,0.6369297414376608
10,0.6221740896168946
11,0.6378773521050494
12,0.6794368485176662
13,0.6181129010423717
14,0.6147285772302694
15,0.6319209421957492
16,0.6370651143901449
17,0.6619737376472181
18,0.6403140652497631
19,0.6250169216190605
20,0.6653580614593204
21,0.6409909300121835
22,0.5999729254095032
23,0.6251522945715446
24,0.6594016515500203
25,0.6483010694463246
26,0.6506024096385542
27,0.6736158115608502
28,0.6451874915391904
29,0.6702314877487477
30,0.6793014755651821
31,0.6771355083254366
32,0.6623798565046704
33,0.6591309056450522
34,0.6546635982130771
35,0.6583186679301476
36,0.6520915121158792
37,0.641667794774604
38,0.631514823338297
39,0.6802490862325707
40,0.6484364423988087
41,0.6408555570596994
42,0.6617029917422499
43,0.6447813726817382
44,0.6447813726817382
45,0.6419385406795722
46,0.6363882496277243
47,0.648842561256261
48,0.637335860295113
49,0.6420739136320563
50,0.6377419791525654
51,0.6457289833491269
52,0.6413970488696359
53,0.6462704751590632
54,0.6281304995261947
55,0.5967239745498849
56,0.660349262217409
57,0.6520915121158792
58,0.6432922702044132
59,0.6200081223771491
60,0.628671991336131
61,0.617029917422499
62,0.6711790984161364
63,0.6423446595370245
64,0.635846757817788
65,0.6510085284960065
66,0.6259645322864492
67,0.6524976309733316
68,0.6537159875456884
69,0.6378773521050494
70,0.6419385406795722
71,0.6811966968999594
72,0.6523622580208475
73,0.650196290781102
74,0.6621091105997022
75,0.6466765940165154
76,0.645864356301611
77,0.6641397048869636
78,0.6718559631785569
79,0.5957763638824963
80,0.6803844591850549
81,0.6737511845133343
82,0.6797075944226344
83,0.6557465818329498
84,0.6541221064031406
85,0.6669825368891296
86,0.6537159875456884
87,0.6254230404765128
88,0.6960877216732096
89,0.6266413970488697
90,0.6395018275348585
91,0.6269121429538378
92,0.6338161635305266
93,0.6297549749560037
94,0.6348991471503993
95,0.6500609178286179
96,0.6464058481115473
97,0.6484364423988087
98,0.6588601597400839
99,0.6679301475565182
100,0.6201434953296331
101,0.6469473399214837
102,0.6686070123189387
103,0.645999729254095
104,0.6409909300121835
105,0.6200081223771491
106,0.6327331799106538
107,0.6504670366860701
108,0.6606200081223772
109,0.6621091105997022
110,0.6455936103966428
111,0.6036279951265737
112,0.638824962772438
113,0.6480303235413565
114,0.6457289833491269
115,0.6376066062000812
116,0.6530391227832679
117,0.627182888858806
118,0.6523622580208475
119,0.650196290781102
120,0.6229863273317992
121,0.5969947204548531
122,0.6694192500338433
123,0.6426154054419927
124,0.677812373087857
125,0.6782184919453094
126,0.6214972248544741
127,0.6292134831460674
128,0.6856640043319345
129,0.6335454176255584
130,0.609719777988358
131,0.6947339921483687
132,0.6372004873426289
133,0.6447813726817382
134,0.633003925815622
135,0.6205496141870854
136,0.650331663733586
137,0.6281304995261947
138,0.6122918640855557
139,0.6305672126709083
140,0.5858941383511574
141,0.6214972248544741
142,0.6413970488696359
143,0.6183836469473399
144,0.6114796263706511
145,0.5872478678759984
146,0.6713144713686205
147,0.6224448355218627
148,0.6596723974549885
149,0.6250169216190605
150,0.6646811966969
151,0.644375253824286
152,0.6449167456342223
153,0.6189251387572763
154,0.6179775280898876
155,0.618519019899824
156,0.6695546229863273
157,0.6554758359279816
158,0.6324624340056857
159,0.6246108027616082
160,0.651820766210911
161,0.6327331799106538
162,0.6592662785975362
163,0.6447813726817382
164,0.6975768241505347
165,0.6392310816298904
166,0.6556112088804656
167,0.6309733315283607
168,0.6024096385542169
169,0.6539867334506566
170,0.6293488560985515
171,0.6446459997292541
172,0.6068769459861919
173,0.6507377825910383
174,0.6378773521050494
175,0.6677947746040341
176,0.6302964667659402
177,0.6801137132800866
178,0.6450521185867064
179,0.6897251929064573
180,0.6554758359279816
181,0.6338161635305266
182,0.6409909300121835
183,0.6493840530661974
184,0.6910789224312982
185,0.6270475159063219
186,0.6321916881007175
187,0.6263706511439014
188,0.6587247867875998
189,0.663327467172059
190,0.6389603357249222
191,0.6931095167185596
192,0.6367943684851767
193,0.6135102206579125
194,0.6397725734398267
195,0.6403140652497631
196,0.6422092865845405
197,0.6350345201028834
198,0.6889129551915527
199,0.6493840530661974
200,0.6340869094354948
201,0.6519561391633951
202,0.6331392987681062
203,0.6506024096385542
204,0.6677947746040341
205,0.6506024096385542
206,0.6320563151482333
207,0.6453228644916745
208,0.6832272911872208
209,0.6381480980100176
210,0.6751049140381752
211,0.6512792744009747
212,0.6833626641397049
213,0.6210911059970218
214,0.6409909300121835
215,0.6455936103966428
216,0.6328685528631379
217,0.6017327737917963
218,0.6365236225802084
219,0.6725328279409774
220,0.661838364694734
221,0.5987545688371463
222,0.6602138892649249
223,0.6347637741979153
224,0.6675240286990659
225,0.6782184919453094
226,0.6680655205090023
227,0.6449167456342223
228,0.6302964667659402
229,0.6453228644916745
230,0.6378773521050494
231,0.6378773521050494
232,0.6454582374441586
233,0.64451062677677
234,0.6621091105997022
235,0.6634628401245432
236,0.6457289833491269
237,0.6196020035196967
238,0.6332746717205903
239,0.5830513063489915
240,0.6658995532692568
241,0.6552050900230134
242,0.6640043319344795
243,0.648977934208745
244,0.6573710572627589
245,0.6799783403276025
246,0.6756464058481115
247,0.6591309056450522
248,0.6568295654528226
249,0.6640043319344795
250,0.6237985650467037
251,0.6461351022065791
252,0.6378773521050494
253,0.6510085284960065
254,0.6504670366860701
255,0.6635982130770272
256,0.6386895898199539
257,0.656017327737918
258,0.6435630161093814
259,0.6196020035196967
260,0.6654934344118045
261,0.6495194260186815
262,0.6201434953296331
263,0.6319209421957492
264,0.6389603357249222
265,0.6453228644916745
266,0.6564234465953702
267,0.617029917422499
268,0.6512792744009747
269,0.6721267090835251
270,0.6470827128739678
271,0.6641397048869636
272,0.6515500203059429
273,0.6600785163124407
274,0.641667794774604
275,0.6793014755651821
276,0.660349262217409
277,0.6200081223771491
278,0.6412616759171518
279,0.6381480980100176
280,0.6495194260186815
281,0.6262352781914173
282,0.6413970488696359
283,0.637335860295113
284,0.6336807905780425
285,0.6357113848653039
286,0.6726682008934615
287,0.6191958846622445
288,0.6462704751590632
289,0.6338161635305266
290,0.6492486801137133
291,0.6432922702044132
