,KORKUT_2015A
278,0.6223094625693787
279,0.6408555570596994
280,0.618654392852308
281,0.6162176797075944
282,0.6344930282929471
283,0.6294842290510356
284,0.6400433193447949
285,0.6426154054419927
286,0.6407201841072154
287,0.6420739136320563
288,0.6205496141870854
289,0.644375253824286
290,0.609719777988358
291,0.696493840530662
292,0.6658995532692568
293,0.6166237985650467
294,0.6362528766752403
295,0.5942872614051713
296,0.6325978069581698
297,0.6530391227832679
298,0.6497901719236496
299,0.6642750778394477
300,0.6043048598889942
301,0.6457289833491269
302,0.6534452416407202
303,0.6483010694463246
304,0.6466765940165154
305,0.6436983890618655
306,0.6028157574116692
307,0.6075538107486125
308,0.5960471097874644
309,0.6656288073642886
310,0.5811560850142141
311,0.6569649384053066
312,0.6324624340056857
313,0.6086367943684852
314,0.6450521185867064
315,0.6332746717205903
316,0.6148639501827535
317,0.6266413970488697
318,0.5921212941654257
319,0.6304318397184243
320,0.6499255448761337
321,0.6246108027616082
322,0.6074184377961284
323,0.6147285772302694
324,0.6702314877487477
325,0.6366589955326926
326,0.6252876675240286
327,0.658995532692568
328,0.6549343441180452
329,0.648842561256261
330,0.6244754298091242
331,0.6250169216190605
332,0.6269121429538378
333,0.6258291593339651
334,0.6221740896168946
335,0.645999729254095
336,0.6426154054419927
337,0.6332746717205903
338,0.615540814945174
339,0.619872749424665
340,0.6162176797075944
341,0.6331392987681062
342,0.6156761878976581
343,0.6577771761202111
344,0.6726682008934615
345,0.6677947746040341
346,0.6124272370380398
347,0.6129687288479762
348,0.645864356301611
349,0.6324624340056857
350,0.6309733315283607
351,0.6086367943684852
352,0.650331663733586
353,0.6422092865845405
354,0.66765940165155
355,0.651685393258427
356,0.6535806145932043
357,0.5806145932042778
358,0.5883308514958712
359,0.6600785163124407
360,0.6178421551374036
361,0.6621091105997022
362,0.6377419791525654
363,0.6087721673209693
364,0.6372004873426289
365,0.6571003113577907
366,0.6606200081223772
367,0.604034113984026
368,0.6173006633274671
369,0.6302964667659402
370,0.6102612697982943
371,0.6418031677270881
372,0.6231217002842832
373,0.6453228644916745
374,0.6217679707594422
375,0.6439691349668336
376,0.6209557330445377
377,0.6144578313253012
378,0.6439691349668336
379,0.6696899959388114
380,0.5975362122647895
381,0.6196020035196967
382,0.6282658724786787
383,0.6335454176255584
384,0.6585894138351157
385,0.683633410044673
386,0.6205496141870854
387,0.6270475159063219
388,0.6177067821849195
389,0.6282658724786787
390,0.6086367943684852
391,0.6289427372410993
392,0.6005144172194395
393,0.6435630161093814
394,0.6080953025585488
395,0.648977934208745
396,0.66765940165155
397,0.6389603357249222
398,0.5959117368349803
399,0.6424800324895086
400,0.6244754298091242
401,0.6374712332475971
402,0.6424800324895086
403,0.6568295654528226
404,0.5945580073101394
405,0.6405848111547313
406,0.6646811966969
407,0.650196290781102
408,0.6669825368891296
409,0.6493840530661974
410,0.6108027616082307
411,0.6384188439149858
412,0.6472180858264519
413,0.635846757817788
414,0.6407201841072154
415,0.6506024096385542
416,0.6550697170705293
417,0.5891430892107757
418,0.6151346960877216
419,0.6103966427507784
420,0.6535806145932043
421,0.6514146473534588
422,0.5892784621632597
423,0.6357113848653039
424,0.6154054419926899
425,0.6400433193447949
426,0.690672803573846
427,0.6210911059970218
428,0.6454582374441586
429,0.6233924461892514
430,0.6562880736428861
431,0.6339515364830107
432,0.6301610938134561
433,0.6307025856233924
434,0.6432922702044132
435,0.6700961147962637
436,0.6022742656017328
437,0.6412616759171518
438,0.6537159875456884
439,0.6403140652497631
440,0.6392310816298904
441,0.6350345201028834
442,0.6179775280898876
443,0.6258291593339651
444,0.6158115608501421
445,0.6553404629754975
446,0.6244754298091242
447,0.6162176797075944
448,0.650196290781102
449,0.6596723974549885
450,0.661838364694734
451,0.6171652903749831
452,0.6273182618112901
453,0.6476242046839041
454,0.6403140652497631
455,0.6334100446730743
456,0.6117503722756193
457,0.6348991471503993
458,0.5987545688371463
459,0.630025720860972
460,0.6451874915391904
461,0.6746987951807228
462,0.6485718153512928
463,0.6514146473534588
464,0.6374712332475971
465,0.6355760119128199
466,0.6354406389603358
467,0.6193312576147286
468,0.6428861513469609
469,0.618654392852308
470,0.6247461757140923
471,0.6638689589819954
472,0.6403140652497631
473,0.6376066062000812
474,0.6182482739948558
475,0.6499255448761337
476,0.6013266549343441
477,0.6380127250575335
478,0.6094490320833897
479,0.6167591715175308
480,0.6576418031677271
481,0.6420739136320563
482,0.6363882496277243
483,0.586706376066062
484,0.6308379585758765
485,0.6297549749560037
486,0.6262352781914173
487,0.6642750778394477
488,0.6722620820360092
489,0.6301610938134561
490,0.6196020035196967
491,0.6561527006904021
492,0.6289427372410993
493,0.6183836469473399
494,0.62136185190199
495,0.64451062677677
496,0.6086367943684852
497,0.6312440774333288
498,0.6137809665628807
499,0.6423446595370245
500,0.618654392852308
501,0.6568295654528226
502,0.5982130770272099
503,0.6389603357249222
504,0.6285366183836469
505,0.6367943684851767
506,0.6626506024096386
507,0.6583186679301476
508,0.6514146473534588
509,0.6292134831460674
510,0.6468119669689996
511,0.6495194260186815
512,0.6281304995261947
513,0.6524976309733316
514,0.6101258968458102
515,0.6135102206579125
516,0.6319209421957492
517,0.6223094625693787
518,0.6409909300121835
519,0.6014620278868282
520,0.6346284012454312
521,0.6511439014484905
522,0.6619737376472181
523,0.6561527006904021
524,0.648977934208745
525,0.637335860295113
526,0.6220387166644105
527,0.6340869094354948
528,0.6099905238933261
529,0.6053878435088669
530,0.6289427372410993
531,0.6369297414376608
532,0.5742520644375254
533,0.6538513604981725
534,0.6523622580208475
535,0.6171652903749831
536,0.6160823067551103
537,0.6478949505888724
538,0.6483010694463246
539,0.6359821307702721
540,0.6049817246514146
541,0.5999729254095032
542,0.6279951265737106
543,0.645999729254095
544,0.6339515364830107
545,0.6506024096385542
546,0.638824962772438
547,0.6637335860295113
548,0.64451062677677
549,0.6122918640855557
550,0.6237985650467037
551,0.6629213483146067
552,0.6635982130770272
553,0.6561527006904021
554,0.6365236225802084
555,0.5979423311222418
556,0.6067415730337079
557,0.6037633680790578
558,0.6684716393664546
559,0.6380127250575335
560,0.624204683904156
561,0.6519561391633951
562,0.5783132530120482
563,0.6225802084743468
564,0.6179775280898876
565,0.6650873155543522
566,0.6212264789495059
567,0.6066062000812238
568,0.6487071883037769
569,0.641667794774604
570,0.622850954379315
571,0.6109381345607148
572,0.6307025856233924
573,0.6611614999323135
574,0.6610261269798294
575,0.6523622580208475
576,0.6587247867875998
577,0.622850954379315
578,0.6147285772302694
579,0.5975362122647895
580,0.651820766210911
581,0.6252876675240286
582,0.6060647082712874
583,0.6365236225802084
584,0.6045756057939624
585,0.6246108027616082
586,0.6625152294571545
587,0.6667117909841613
588,0.6469473399214837
589,0.6281304995261947
590,0.609719777988358
591,0.6547989711655611
592,0.6491133071612292
593,0.6340869094354948
594,0.6340869094354948
595,0.6139163395153648
596,0.6696899959388114
597,0.5991606876945986
598,0.5960471097874644
599,0.5927981589278463
600,0.6321916881007175
601,0.6189251387572763
602,0.6377419791525654
603,0.6395018275348585
604,0.656017327737918
605,0.6101258968458102
606,0.6462704751590632
607,0.6332746717205903
608,0.607012318938676
609,0.6279951265737106
610,0.6415324218221199
611,0.602680384459185
612,0.6296196020035197
613,0.650196290781102
614,0.6552050900230134
615,0.6076891837010965
616,0.6407201841072154
617,0.6553404629754975
618,0.6313794503858129
619,0.6744280492757547
620,0.6392310816298904
621,0.6577771761202111
622,0.6617029917422499
623,0.617029917422499
624,0.5979423311222418
625,0.6298903479084879
626,0.6284012454311628
627,0.64451062677677
628,0.6573710572627589
629,0.6302964667659402
630,0.625693786381481
631,0.6362528766752403
632,0.6093136591309056
633,0.5960471097874644
634,0.6554758359279816
635,0.6571003113577907
636,0.6052524705563829
637,0.6385542168674698
638,0.6281304995261947
639,0.6627859753621227
640,0.5701908758630025
641,0.6190605117097604
642,0.6412616759171518
643,0.6455936103966428
644,0.6611614999323135
645,0.6293488560985515
646,0.6220387166644105
647,0.6277243806687424
648,0.6187897658047922
649,0.6281304995261947
650,0.6075538107486125
651,0.6250169216190605
652,0.6309733315283607
653,0.6422092865845405
654,0.6885068363341005
655,0.6386895898199539
656,0.624204683904156
657,0.6003790442669554
658,0.6365236225802084
659,0.6174360362799513
660,0.6302964667659402
661,0.6481656964938405
662,0.6637335860295113
663,0.6658995532692568
664,0.6470827128739678
665,0.6496547989711655
666,0.6152700690402058
667,0.6235278191417355
668,0.648977934208745
669,0.6543928523081088
670,0.6683362664139705
671,0.6133748477054285
672,0.6389603357249222
673,0.6634628401245432
674,0.6384188439149858
675,0.6751049140381752
676,0.6064708271287397
677,0.6378773521050494
678,0.6511439014484905
679,0.6335454176255584
680,0.6067415730337079
681,0.6523622580208475
682,0.6461351022065791
683,0.6635982130770272
684,0.6247461757140923
685,0.674834168133207
686,0.6449167456342223
687,0.645999729254095
688,0.6043048598889942
689,0.6783538648977934
690,0.6154054419926899
691,0.6630567212670908
692,0.6167591715175308
693,0.6270475159063219
694,0.6312440774333288
695,0.6365236225802084
696,0.5975362122647895
697,0.6075538107486125
698,0.6102612697982943
699,0.6323270610532016
700,0.6420739136320563
701,0.6359821307702721
702,0.6553404629754975
703,0.6217679707594422
704,0.6487071883037769
705,0.6772708812779207
706,0.6259645322864492
707,0.6267767700013537
708,0.641667794774604
709,0.6252876675240286
710,0.656017327737918
711,0.6212264789495059
712,0.660349262217409
713,0.6289427372410993
714,0.619872749424665
715,0.6139163395153648
716,0.6469473399214837
717,0.6080953025585488
718,0.640178692297279
719,0.6527683768782997
720,0.6511439014484905
721,0.6181129010423717
722,0.635846757817788
723,0.6432922702044132
724,0.6470827128739678
725,0.6407201841072154
726,0.6725328279409774
727,0.6214972248544741
728,0.6281304995261947
729,0.6200081223771491
730,0.6621091105997022
731,0.614051712467849
732,0.6481656964938405
733,0.6285366183836469
734,0.6328685528631379
735,0.6243400568566401
736,0.6240693109516718
737,0.64748883173142
738,0.6508731555435224
739,0.6288073642886152
740,0.5960471097874644
741,0.603898741031542
742,0.6660349262217409
743,0.608501421416001
744,0.6451874915391904
745,0.6346284012454312
746,0.6282658724786787
747,0.6526330039258156
748,0.6363882496277243
749,0.6380127250575335
750,0.6232570732367673
751,0.6478949505888724
752,0.6733450656558819
753,0.6334100446730743
754,0.6342222823879788
755,0.6060647082712874
756,0.6279951265737106
757,0.6588601597400839
758,0.6220387166644105
759,0.6323270610532016
760,0.6450521185867064
761,0.62136185190199
762,0.6335454176255584
763,0.5848111547312846
764,0.628671991336131
765,0.6001082983619873
766,0.6284012454311628
767,0.6278597536212265
768,0.6648165696493841
769,0.5888723433058075
770,0.6194666305672126
771,0.6507377825910383
772,0.6665764180316772
773,0.6363882496277243
774,0.6381480980100176
775,0.650331663733586
776,0.6354406389603358
777,0.648977934208745
778,0.622850954379315
779,0.6181129010423717
780,0.6378773521050494
781,0.628671991336131
782,0.6015974008393123
783,0.6436983890618655
784,0.6418031677270881
785,0.6151346960877216
786,0.6204142412346013
787,0.6465412210640314
788,0.6393664545823744
789,0.6370651143901449
790,0.6062000812237714
791,0.6520915121158792
792,0.6294842290510356
793,0.6269121429538378
794,0.6225802084743468
795,0.6390957086774063
796,0.6103966427507784
797,0.6251522945715446
798,0.6422092865845405
799,0.6403140652497631
800,0.6372004873426289
801,0.5952348720725599
802,0.6871531068092596
803,0.6455936103966428
804,0.598348449979694
805,0.6259645322864492
806,0.6649519426018682
807,0.6350345201028834
808,0.6362528766752403
809,0.6239339379991877
810,0.6270475159063219
811,0.6779477460403411
812,0.6476242046839041
813,0.6481656964938405
814,0.6779477460403411
815,0.6136455936103966
816,0.5896845810207121
817,0.624204683904156
818,0.6759171517530798
819,0.6457289833491269
820,0.6535806145932043
821,0.6400433193447949
822,0.5971300934073372
823,0.5858941383511574
824,0.6455936103966428
825,0.6604846351698931
826,0.6824150534723162
827,0.6191958846622445
828,0.6672532827940978
829,0.6281304995261947
830,0.6302964667659402
831,0.6154054419926899
832,0.6269121429538378
833,0.6262352781914173
834,0.6564234465953702
835,0.6622444835521862
836,0.6260999052389332
837,0.6543928523081088
838,0.6472180858264519
839,0.6121564911330716
840,0.6059293353188033
841,0.6255584134289969
842,0.6378773521050494
843,0.6500609178286179
844,0.6347637741979153
845,0.6571003113577907
846,0.6438337620143495
847,0.6258291593339651
848,0.6384188439149858
849,0.5976715852172736
850,0.6592662785975362
851,0.6289427372410993
852,0.6206849871395695
853,0.6233924461892514
854,0.5672126709083525
855,0.6305672126709083
856,0.6775416271828889
857,0.6434276431568973
858,0.6347637741979153
859,0.6273182618112901
860,0.6103966427507784
861,0.657506430215243
862,0.6604846351698931
863,0.6641397048869636
864,0.6122918640855557
865,0.6547989711655611
866,0.6066062000812238
867,0.6361175037227562
868,0.6395018275348585
869,0.6742926763232706
870,0.6390957086774063
871,0.6385542168674698
872,0.6376066062000812
873,0.6510085284960065
874,0.6556112088804656
875,0.660349262217409
876,0.6263706511439014
877,0.6125626099905239
878,0.6403140652497631
879,0.6224448355218627
880,0.6457289833491269
881,0.6451874915391904
882,0.6334100446730743
883,0.6470827128739678
884,0.6381480980100176
885,0.6072830648436442
886,0.6212264789495059
887,0.6449167456342223
888,0.631514823338297
889,0.6514146473534588
890,0.6594016515500203
891,0.6370651143901449
892,0.650196290781102
893,0.6181129010423717
894,0.5762826587247868
895,0.6522268850683633
896,0.6602138892649249
897,0.6288073642886152
898,0.6189251387572763
899,0.669148504128875
900,0.6317855692432652
901,0.6434276431568973
902,0.6557465818329498
903,0.6539867334506566
904,0.6783538648977934
905,0.6355760119128199
906,0.6483010694463246
907,0.6625152294571545
908,0.6439691349668336
909,0.6317855692432652
910,0.6396372004873426
911,0.6029511303641533
912,0.6389603357249222
913,0.6572356843102748
914,0.608501421416001
915,0.6252876675240286
916,0.6269121429538378
917,0.6262352781914173
918,0.6258291593339651
919,0.6223094625693787
920,0.6366589955326926
921,0.641667794774604
922,0.6237985650467037
923,0.6285366183836469
924,0.6235278191417355
925,0.6757817788005956
926,0.6580479220251794
927,0.6514146473534588
928,0.6542574793556247
929,0.6032218762691214
930,0.6193312576147286
931,0.6313794503858129
932,0.6600785163124407
933,0.6377419791525654
934,0.6395018275348585
935,0.6386895898199539
936,0.6418031677270881
937,0.6538513604981725
938,0.619872749424665
939,0.6595370245025044
940,0.6571003113577907
941,0.6246108027616082
942,0.6585894138351157
943,0.6461351022065791
944,0.6530391227832679
945,0.6432922702044132
946,0.6144578313253012
947,0.6627859753621227
948,0.673480438608366
949,0.6151346960877216
950,0.6279951265737106
951,0.6025450115067009
952,0.6389603357249222
953,0.5941518884526872
954,0.6389603357249222
955,0.6179775280898876
956,0.6164884256125626
957,0.6740219304183024
958,0.6663056721267091
959,0.6611614999323135
960,0.6156761878976581
961,0.6273182618112901
962,0.6547989711655611
963,0.6557465818329498
964,0.6240693109516718
965,0.663327467172059
966,0.6094490320833897
967,0.6137809665628807
968,0.6588601597400839
969,0.6642750778394477
970,0.6148639501827535
971,0.6270475159063219
972,0.6654934344118045
973,0.6434276431568973
974,0.6275890077162583
975,0.6339515364830107
976,0.6028157574116692
977,0.5872478678759984
978,0.6219033437119263
979,0.643156897251929
980,0.634357655340463
981,0.6177067821849195
982,0.6372004873426289
983,0.653309868688236
984,0.5712738594828753
985,0.6427507783944768
986,0.624204683904156
987,0.6029511303641533
988,0.6137809665628807
989,0.6435630161093814
990,0.6571003113577907
991,0.6294842290510356
992,0.6646811966969
993,0.6422092865845405
994,0.6289427372410993
995,0.6265060240963856
996,0.6205496141870854
997,0.6399079463923109
998,0.6499255448761337
999,0.6438337620143495
1000,0.6508731555435224
1001,0.6411263029646677
1002,0.6236631920942196
1003,0.6227155814268309
1004,0.6541221064031406
1005,0.6316501962907811
1006,0.5950994991200758
1007,0.6677947746040341
1008,0.6446459997292541
1009,0.6151346960877216
1010,0.6546635982130771
1011,0.6757817788005956
1012,0.6296196020035197
1013,0.635846757817788
1014,0.6305672126709083
1015,0.6478949505888724
1016,0.6424800324895086
1017,0.6001082983619873
1018,0.6537159875456884
1019,0.6428861513469609
1020,0.62136185190199
1021,0.6336807905780425
1022,0.6167591715175308
1023,0.6562880736428861
1024,0.6091782861784215
1025,0.671991336131041
1026,0.6316501962907811
1027,0.6267767700013537
1028,0.6187897658047922
1029,0.6163530526600786
1030,0.6595370245025044
1031,0.6063354541762556
1032,0.6281304995261947
1033,0.6538513604981725
1034,0.6331392987681062
1035,0.6608907540273453
1036,0.656017327737918
1037,0.6572356843102748
1038,0.5753350480573981
1039,0.6301610938134561
1040,0.5868417490185461
1041,0.634357655340463
1042,0.6369297414376608
1043,0.6604846351698931
1044,0.631514823338297
1045,0.6390957086774063
1046,0.6177067821849195
1047,0.6512792744009747
1048,0.6227155814268309
1049,0.6348991471503993
1050,0.6699607418437796
1051,0.6667117909841613
1052,0.6351698930553675
1053,0.6588601597400839
1054,0.6361175037227562
1055,0.6447813726817382
1056,0.6305672126709083
1057,0.6208203600920537
1058,0.6190605117097604
1059,0.6308379585758765
1060,0.6255584134289969
1061,0.638824962772438
1062,0.612833355895492
1063,0.6281304995261947
1064,0.6048463516989305
1065,0.6229863273317992
1066,0.5770948964396914
1067,0.5655881954785433
1068,0.6233924461892514
1069,0.6043048598889942
1070,0.6323270610532016
1071,0.6018681467442805
1072,0.6024096385542169
1073,0.6109381345607148
1074,0.6223094625693787
1075,0.6273182618112901
1076,0.5815622038716665
1077,0.6060647082712874
1078,0.6472180858264519
1079,0.6181129010423717
1080,0.6147285772302694
1081,0.6465412210640314
1082,0.6247461757140923
1083,0.6487071883037769
1084,0.5800731013943414
1085,0.64748883173142
1086,0.6103966427507784
1087,0.6641397048869636
1088,0.6600785163124407
1089,0.6163530526600786
1090,0.6729389467984297
1091,0.6506024096385542
1092,0.6021388926492487
1093,0.6270475159063219
1094,0.6277243806687424
1095,0.6355760119128199
1096,0.6663056721267091
1097,0.6378773521050494
1098,0.6321916881007175
1099,0.6556112088804656
1100,0.6422092865845405
1101,0.6519561391633951
1102,0.6446459997292541
1103,0.6461351022065791
1104,0.5909029375930689
1105,0.6325978069581698
1106,0.6328685528631379
1107,0.6469473399214837
1108,0.6336807905780425
1109,0.6381480980100176
1110,0.5887369703533234
1111,0.6032218762691214
1112,0.6293488560985515
1113,0.6223094625693787
1114,0.6484364423988087
1115,0.6290781101935833
1116,0.6338161635305266
1117,0.6435630161093814
1118,0.6617029917422499
1119,0.5770948964396914
1120,0.6331392987681062
1121,0.598348449979694
1122,0.6259645322864492
1123,0.6347637741979153
1124,0.6464058481115473
1125,0.6611614999323135
1126,0.6428861513469609
1127,0.6679301475565182
1128,0.5573304453770137
1129,0.6423446595370245
1130,0.6625152294571545
1131,0.6235278191417355
1132,0.6217679707594422
1133,0.6381480980100176
1134,0.6204142412346013
1135,0.6206849871395695
1136,0.6690131311763909
1137,0.6646811966969
1138,0.6244754298091242
1139,0.6526330039258156
1140,0.6301610938134561
1141,0.6577771761202111
1142,0.6367943684851767
1143,0.6354406389603358
1144,0.6342222823879788
1145,0.6782184919453094
1146,0.599702179504535
1147,0.6240693109516718
1148,0.6145932042777853
1149,0.6197373764721809
1150,0.5932042777852985
1151,0.6325978069581698
1152,0.6181129010423717
1153,0.6393664545823744
1154,0.6273182618112901
1155,0.6733450656558819
1156,0.637335860295113
1157,0.6282658724786787
1158,0.6480303235413565
1159,0.6579125490726953
1160,0.6552050900230134
1161,0.6856640043319345
1162,0.6752402869906593
1163,0.5535400027074591
1164,0.6064708271287397
1165,0.6144578313253012
1166,0.6193312576147286
1167,0.6294842290510356
1168,0.6362528766752403
1169,0.650331663733586
1170,0.6363882496277243
1171,0.6049817246514146
1172,0.6041694869365101
1173,0.6497901719236496
1174,0.6173006633274671
1175,0.5812914579666982
1176,0.6335454176255584
1177,0.6653580614593204
1178,0.6408555570596994
1179,0.6495194260186815
1180,0.6338161635305266
1181,0.6541221064031406
1182,0.635846757817788
1183,0.6580479220251794
1184,0.6376066062000812
1185,0.6485718153512928
1186,0.6323270610532016
1187,0.6033572492216055
1188,0.6325978069581698
1189,0.6339515364830107
1190,0.6334100446730743
1191,0.6332746717205903
1192,0.6738865574658184
1193,0.6205496141870854
1194,0.6476242046839041
1195,0.5933396507377826
1196,0.6136455936103966
1197,0.6392310816298904
1198,0.6535806145932043
1199,0.6684716393664546
1200,0.6457289833491269
1201,0.6497901719236496
1202,0.6200081223771491
1203,0.6514146473534588
1204,0.612833355895492
1205,0.6415324218221199
1206,0.6370651143901449
1207,0.647353458778936
1208,0.6094490320833897
1209,0.6461351022065791
1210,0.637335860295113
1211,0.638824962772438
1212,0.5965886015974008
1213,0.6246108027616082
1214,0.6229863273317992
1215,0.6321916881007175
1216,0.640178692297279
1217,0.627182888858806
1218,0.6132394747529444
1219,0.6587247867875998
1220,0.6143224583728171
1221,0.6461351022065791
1222,0.6569649384053066
1223,0.6321916881007175
1224,0.6623798565046704
1225,0.6393664545823744
1226,0.6584540408826316
1227,0.6598077704074726
1228,0.6262352781914173
1229,0.6062000812237714
1230,0.6282658724786787
1231,0.5982130770272099
1232,0.6435630161093814
1233,0.6347637741979153
1234,0.6080953025585488
1235,0.6305672126709083
1236,0.6166237985650467
1237,0.5974008393123054
1238,0.6507377825910383
1239,0.6362528766752403
1240,0.64451062677677
1241,0.6219033437119263
1242,0.64451062677677
1243,0.6239339379991877
1244,0.627182888858806
1245,0.651685393258427
1246,0.6340869094354948
1247,0.6546635982130771
1248,0.6434276431568973
1249,0.6062000812237714
1250,0.618519019899824
1251,0.6419385406795722
1252,0.5860295113036416
1253,0.6296196020035197
1254,0.6037633680790578
1255,0.634357655340463
1256,0.6385542168674698
1257,0.6301610938134561
1258,0.6361175037227562
1259,0.6313794503858129
