,KORKUT_2015A
1,0.4946527683768783
2,0.5146879653445242
3,0.4673074319750914
4,0.491268444564776
5,0.4562068498713957
6,0.49384053066197375
7,0.0059564099093001215
8,0.489914715039935
9,0.501556788953567
10,0.5145525923920401
11,0.5249763097333153
12,0.5502910518478408
13,0.5130634899147151
14,0.49289291999458507
15,0.49817246514146474
16,0.43779612833355896
17,0.4957357519967511
18,0.5003384323812102
19,0.5026397725734398
20,0.0025720860971977797
21,0.48720725599025316
22,0.4903208338973873
23,0.49329903885203735
24,0.47867875998375525
25,0.5747935562474618
26,0.4824692026533099
27,0.5272776499255448
28,0.5141464735345878
29,0.46568295654528225
30,0.47366996074184375
31,0.44673074319750916
32,0.4907269527548396
33,0.556382834709625
34,0.5016921619060511
35,0.49113307161229186
36,0.4858535264654122
37,0.5314742114525518
38,0.5148233382970082
39,0.6015974008393123
40,0.5555705969947204
41,0.5007445512386625
42,0.5061594693380262
43,0.5934750236902667
44,0.5049411127656694
45,0.5297143630702585
46,0.4423988087180181
47,0.5104914038175172
48,0.5184784080140787
49,0.4953296331392988
50,0.49194530932719643
51,0.5010152971436307
52,0.3897387302017057
53,0.5003384323812102
54,0.48747800189522134
55,0.4969541085691079
56,0.4689319074049005
57,0.48720725599025316
58,0.5279545146879654
59,0.5046703668607012
60,0.48043860836604846
61,0.512928116962231
62,0.501421416001083
63,0.514417219439556
64,0.4918099363747123
65,0.5104914038175172
66,0.47380533369432787
67,0.4348179233789089
68,0.49384053066197375
69,0.4816569649384053
70,0.5083254365777717
71,0.5367537565994315
72,0.53472316231217
73,0.5611208880465683
74,0.5126573710572627
75,0.49763097333152834
76,0.5512386625152295
77,0.48693651008528493
78,0.5956409909300122
79,0.489914715039935
80,0.49424664951942604
81,0.5010152971436307
82,0.46405848111547315
83,0.49587112494923513
84,0.5760119128198186
85,0.6236631920942196
86,0.4828753215107621
87,0.5498849329903885
88,0.5599025314742114
89,0.5348585352646541
90,0.5087315554352241
91,0.48883173142006225
92,0.4926221740896169
93,0.5007445512386625
94,0.572356843102748
95,0.5436577771761202
96,0.5676187897658048
97,0.5084608095302559
98,0.5257885474482199
99,0.5148233382970082
100,0.30282929470691755
101,0.5007445512386625
102,0.5106267767700013
103,0.4789495058887234
104,0.4441586571003114
105,0.4820630837958576
106,0.47245160416948695
107,0.5003384323812102
108,0.5961824827399486
109,0.4941112765669419
110,0.4905915798023555
111,0.5050764857181536
112,0.4692026533098687
113,0.5123866251522946
114,0.4858535264654122
115,0.5029105184784081
116,0.01177744686611615
117,0.5557059699472046
118,0.5206443752538242
119,0.4953296331392988
120,0.5098145390550968
121,0.5118451333423581
122,0.5741166914850413
123,0.4965479897116556
124,0.49329903885203735
125,0.5142818464870719
126,0.4766481656964938
127,0.5219981047786653
128,0.5306619737376472
129,0.5092730472451604
130,0.5050764857181536
131,0.5127927440097468
132,0.5096791661026127
133,0.4987139569514011
134,0.4433464193854068
135,0.5756057939623663
136,0.0192229592527413
137,0.6025450115067009
138,0.5256531744957358
139,0.5140111005821036
140,0.5728983349126845
141,0.4997969405712739
142,0.5068363341004467
143,0.4972248544740761
144,0.47502369026668473
145,0.5623392446189251
146,0.4766481656964938
147,0.4939759036144578
148,0.53472316231217
149,0.5647759577636389
150,0.48801949370515774
151,0.5061594693380262
152,0.471097874644646
153,0.48138621903343715
154,0.5165831866793015
155,0.5198321375389198
156,0.4751590632191688
157,0.49600649790171925
158,0.5826451874915392
159,0.4904562068498714
160,0.4931636658995533
161,0.5092730472451604
162,0.47637741979152565
163,0.5030458914308921
