,MOLINELLI_2013
1,0.5365418894830659
2,0.6007130124777184
3,0.5561497326203209
4,0.5793226381461676
5,0.5490196078431373
6,0.5971479500891266
7,0.6060606060606061
8,0.5525846702317291
9,0.6541889483065954
10,0.5258467023172906
11,0.5561497326203209
12,0.5935828877005348
13,0.5240641711229946
14,0.6149732620320856
15,0.5418894830659536
16,0.5668449197860963
17,0.4919786096256685
18,0.5704099821746881
19,0.47237076648841353
20,0.5365418894830659
21,0.6167557932263814
22,0.47771836007130125
23,0.5775401069518716
24,0.5472370766488414
25,0.6417112299465241
26,0.5062388591800356
27,0.6131907308377896
28,0.5258467023172906
29,0.5989304812834224
30,0.6078431372549019
31,0.5204991087344029
32,0.5365418894830659
33,0.5169340463458111
34,0.5383244206773619
35,0.6060606060606061
36,0.5418894830659536
37,0.6292335115864528
38,0.6417112299465241
39,0.4741532976827095
40,0.5935828877005348
41,0.6274509803921569
42,0.5918003565062389
43,0.5169340463458111
44,0.5454545454545454
45,0.6185383244206774
46,0.5347593582887701
47,0.5811051693404634
48,0.5632798573975044
49,0.5704099821746881
50,0.49554367201426025
51,0.5436720142602496
52,0.6007130124777184
53,0.5597147950089126
54,0.6221033868092691
55,0.5294117647058824
56,0.48663101604278075
57,0.49554367201426025
58,0.5935828877005348
59,0.5383244206773619
60,0.6185383244206774
61,0.5151515151515151
62,0.6096256684491979
63,0.5614973262032086
64,0.5436720142602496
65,0.5864527629233511
66,0.5383244206773619
67,0.5935828877005348
68,0.6114081996434938
69,0.5686274509803921
70,0.5365418894830659
71,0.6381461675579323
72,0.6149732620320856
73,0.5204991087344029
74,0.5704099821746881
75,0.5115864527629234
76,0.6024955436720143
77,0.6007130124777184
78,0.46880570409982175
79,0.5739750445632799
80,0.5026737967914439
81,0.48128342245989303
82,0.5454545454545454
83,0.5490196078431373
84,0.6007130124777184
85,0.6417112299465241
86,0.5490196078431373
87,0.5668449197860963
88,0.6541889483065954
89,0.5953654188948306
90,0.5846702317290553
91,0.5757575757575758
92,0.5953654188948306
93,0.5721925133689839
94,0.5490196078431373
95,0.5543672014260249
96,0.6167557932263814
97,0.5561497326203209
98,0.5882352941176471
99,0.5971479500891266
100,0.5721925133689839
101,0.5935828877005348
102,0.5436720142602496
103,0.6631016042780749
104,0.49732620320855614
105,0.5525846702317291
106,0.6060606060606061
107,0.5401069518716578
108,0.5115864527629234
109,0.5757575757575758
110,0.5846702317290553
111,0.6631016042780749
112,0.6684491978609626
113,0.5597147950089126
114,0.5989304812834224
115,0.5044563279857398
116,0.6024955436720143
117,0.6577540106951871
118,0.49732620320855614
119,0.5971479500891266
120,0.5365418894830659
121,0.5686274509803921
122,0.5597147950089126
123,0.5543672014260249
124,0.6631016042780749
125,0.5882352941176471
126,0.5294117647058824
127,0.5204991087344029
128,0.6131907308377896
129,0.5187165775401069
130,0.5525846702317291
131,0.5543672014260249
132,0.5258467023172906
133,0.5276292335115864
134,0.5900178253119429
135,0.5579322638146168
136,0.5008912655971479
137,0.5739750445632799
138,0.5169340463458111
139,0.5365418894830659
140,0.5953654188948306
141,0.5828877005347594
142,0.5365418894830659
143,0.47771836007130125
144,0.6167557932263814
145,0.5864527629233511
146,0.5704099821746881
147,0.47593582887700536
148,0.5739750445632799
149,0.5632798573975044
150,0.4474153297682709
151,0.5757575757575758
152,0.5739750445632799
153,0.5508021390374331
154,0.5614973262032086
155,0.6042780748663101
156,0.5187165775401069
157,0.6007130124777184
158,0.6274509803921569
159,0.5436720142602496
160,0.5472370766488414
161,0.49732620320855614
162,0.5401069518716578
163,0.6096256684491979
164,0.5597147950089126
165,0.5311942959001783
166,0.6114081996434938
167,0.5846702317290553
168,0.6203208556149733
169,0.5900178253119429
170,0.5490196078431373
171,0.6024955436720143
172,0.4919786096256685
173,0.6078431372549019
174,0.5704099821746881
175,0.5240641711229946
176,0.5347593582887701
177,0.5062388591800356
178,0.5757575757575758
179,0.5472370766488414
180,0.6274509803921569
181,0.5472370766488414
182,0.5044563279857398
183,0.49554367201426025
184,0.5650623885918004
185,0.5686274509803921
186,0.5793226381461676
187,0.5222816399286988
188,0.5383244206773619
189,0.5098039215686274
190,0.5846702317290553
191,0.6256684491978609
192,0.5401069518716578
193,0.5757575757575758
194,0.6203208556149733
195,0.5347593582887701
