	TSC1/2	p70S6K	AKT	AKTP	PRAS40	IRS1_PI3K	mTORC1_pS2448	mTORC2
1	-3.1674945	0.10446837	-0.17000383	-0.16954184	-0.10684561	-0.27023233	0.33020641	-1.1868695e-13
2	1.4359733000000001	-0.20037892	-2.2872958	-2.2855957	0.29976656	-3.1862326000000003	-0.5189634	5.846361e-09
3	-0.08521325099999999	0.011800475	0.25737786	-0.5505275	-0.031672451000000004	-0.012900341000000001	0.023480214	1.6845623
4	-0.11606771	0.017661816	0.21579771	-0.43475242	-0.028845419	-0.025946297000000004	0.025429174	2.5213165e-11
5	-0.73190468	-1.9964168000000002	0.72560325	0.72344963	0.33742971	1.0386233	-3.1790221	1.0391688e-12
6	-0.10657965	0.013953703000000001	0.33288611	-0.81442555	-0.041384713999999996	-0.014506961	0.029555007	-3.3219281
7	-1.7150987000000002	0.078783126	-2.6477362	-2.6447992	0.044939649000000005	-3.5707856	0.24318604	5.8579503e-09
8	-3.2465080000000004	0.1057791	0.077300593	-0.7293284	-0.12896294	-0.27187145	0.33299993	1.6845623
9	-3.2799095	0.10701109	0.049344847000000004	-0.60628772	-0.12707017	-0.27442577	0.33398998	2.7674418e-11
10	-4.0108981	-1.8116598000000002	0.67369775	0.67165408	0.34016253	0.93308854	-2.9689007000000003	1.0282886e-12
11	-3.2648324	0.10598031	0.14578401	-0.99319209	-0.13561609	-0.27203737	0.3336346	-3.3219281
12	1.4307418	-0.19733892	-2.2323347	-3.0340938	0.29774803	-3.1893425	-0.51575722	1.6845623
13	1.4284086	-0.19684477	-2.2385778	-2.887035	0.29760444	-3.1902649	-0.51531562	7.2484604e-09
14	0.90725539	-2.3734039	-1.3795959999999998	-1.3807566999999998	0.66466975	-2.2169466	-3.6135266	5.8356779e-09
15	1.4307219	-0.19691603	-2.2193223	-3.3390593999999996	0.29742792	-3.1897874	-0.51546423	-3.3219281
16	-0.21036797	0.030417906	0.5421175	-1.6955653999999998	-0.069465163	-0.041174793	0.05027477599999999	1.6845623
17	-0.95363867	-1.9626693	1.0601383999999998	0.25311104	0.25261045	1.0309581	-3.144555	1.6845623
18	-0.11580273	0.015200364	0.36488811	-0.9268469	-0.045405899000000007	-0.01590092	0.032051146	-1.6373658000000002
19	-1.0101146	-1.9574856	0.9925951	0.37260647	0.27079398	1.025245	-3.1440312	2.5904501e-11
20	-0.2338421	0.032544026000000004	0.63293434	-2.6865366	-0.081889322	-0.04276974099999999	0.056521642999999996	-3.3219281
21	-1.0214626	-1.9539988000000001	1.1784504999999998	-0.0087817056	0.21903025	1.0295328000000001	-3.1342702	-3.3219281
