	TSC1/2	p70S6K	AKT	AKTP	PRAS40	IRS1_PI3K	mTORC1_pS2448	mTORC2
1	-2.9876862	0.36558127	-1.1536382	-1.1710199	-0.28923018	-1.1894566	0.92191019	5.360933900000001e-12
2	0.60237926	-0.18926571	-3.1770755	-3.1728443	0.10920352	-3.2409932999999995	-0.37138879	-5.2215852000000006e-14
3	0.0041673262	-0.00035835242999999995	0.028936912000000002	-1.0505145	0.00033363527	-0.00048624004	-0.002426439	1.6523574
4	0.0016012017999999999	-9.5269613e-05	0.013280186999999999	-0.37351925	0.00010753943	-0.00029549556	-0.00096713964	2.4538593e-11
5	-1.6367614	-1.8552182000000002	2.8436511	2.874989	0.17419018	3.203757	-2.6344423	-5.7423022e-12
6	0.0058111796	-0.00057138024	0.035550278	-1.5466398000000001	0.00051075861	-0.00053256493	-0.0033234912	-3.3219281
7	-2.6665468999999997	0.3519273	-4.434987400000001	-4.4514621	-0.26267308	-4.503046400000001	0.87516482	6.7015393e-11
8	-2.9821317	0.36543173	-1.1386718	-2.2435315	-0.28895844	-1.1894417	0.92117187	1.6523574
9	-2.9852608	0.36551638	-1.1465188999999998	-1.5593218999999998	-0.2891156	-1.1894533999999999	0.92158767	3.3014813e-11
10	-4.4194019	-1.5459148	2.0899811	2.1152752	0.23477416	2.2668814	-2.2747406000000003	-5.139417299999999e-12
11	-2.9805943999999998	0.36539096	-1.1356124	-2.7172529	-0.28887796	-1.1894358	0.92096807	-3.3219281
12	0.60473727	-0.18999657	-3.1734481	-4.2468128	0.1095495	-3.2407956	-0.37292919	1.6523574
13	0.60343466	-0.18960115	-3.1753839	-3.5558167000000003	0.10935807	-3.2408992999999997	-0.37207818	4.3823166999999996e-11
14	0.041535355	-2.51078	-0.0023656564	0.033450983999999996	0.3810252	-0.019592599	-3.3473722	-5.9183305e-12
15	0.60534584	-0.19016792	-3.1725833999999997	-4.7559868	0.10963906	-3.2407582	-0.37332622	-3.3219281
16	0.0057967394	-0.00044756052000000004	0.042618468	-2.0256556	0.00043808691	-0.0008026338700000001	-0.0034119038000000003	1.6523574
17	-1.7166493999999999	-1.8309015	2.9990085	1.9716124	0.15418368	3.198022	-2.6124072	1.6523574
18	0.006236160300000001	-0.00060717455	0.038506442	-1.7906531000000003	0.00054412838	-0.00058376231	-0.0035708115000000003	-1.6695706999999997
19	-1.6746013	-1.8438328000000002	2.9090552000000005	2.5706933999999997	0.16593545	3.2003008	-2.6245017999999996	4.3047788e-12
20	0.007456121800000001	-0.0006618914	0.049293431	-3.2764526000000003	0.00061599526	-0.0008511200099999999	-0.0043170968	-3.3219281
21	-1.7366476999999998	-1.8252476999999998	3.0458383999999996	1.4582516	0.14776943	3.1970947999999995	-2.6065477	-3.3219281
