	TSC1/2	p70S6K	AKT	AKTP	PRAS40	IRS1_PI3K	mTORC1_pS2448	mTORC2
1	-3.1362403	0.10456393	-0.42934926	-0.42917889	-0.21243223	-0.45492779	0.61188144	8.3266727e-15
2	0.99775931	-0.13430118	-2.7614695	-2.7615017999999996	0.16854185	-2.8384987999999995	-0.47422023	-4.8051398e-16
3	0.013150665	0.0002503477	-0.006426056800000001	-0.79643946	0.002017121	-0.03057337	-0.005136128	1.777952
4	0.021400109	-0.0007046031	-0.02784307	-0.58933215	0.0035140464	-0.047491049	-0.0083818047	6.439293499999999e-15
5	-1.575935	-1.5771988000000001	2.5565333999999997	2.5551068	0.23411379	3.1188116000000004	-2.889159	2.220446e-15
6	0.01547139	0.00053757928	-0.0035948544	-1.2467808	0.0023198284	-0.036161368	-0.006043438199999999	-3.3219281
7	-2.1849042	0.087409087	-3.6203355999999998	-3.6200816	-0.15478524	-3.706199	0.52325491	3.2196467999999996e-15
8	-3.1316786	0.10460282	-0.41866234	-1.2085178	-0.21229841	-0.45856131	0.61157361	1.777952
9	-3.1308545	0.10457417	-0.42549019	-0.98681888	-0.2122071	-0.46219266	0.61151706	9.8809849e-15
10	-4.7970084	-1.4165159999999999	2.4285034	2.4272157	0.24209345	2.9235734	-2.6416141	6.772360500000001e-15
11	-3.1302583999999998	0.10462008	-0.41400922	-1.6570414	-0.21226734	-0.45911796	0.61147771	-3.3219281
12	1.0066582	-0.13545325	-2.77197	-3.5620638	0.16991159	-2.8453343999999996	-0.47922035	1.777952
13	1.0051444999999999	-0.13524421	-2.7723812999999997	-3.3339402999999996	0.16968488	-2.8466343	-0.47836892	2.220446e-15
14	0.19656033	-1.9368888	0.0078859194	0.0067090688	0.48551886	0.021829314	-3.4020452000000003	-9.6102795e-16
15	1.0096704	-0.13586873	-2.7743008999999996	-4.0175847000000005	0.17037149	-2.8462842999999998	-0.48091587	-3.3219281
16	0.036835763	-0.00064573797	-0.038750702000000005	-2.0050053	0.0059266339000000005	-0.081118585	-0.014470156999999999	1.777952
17	-1.6969052	-1.5542117	2.7282264	1.9367584	0.20364261	3.0957529999999998	-2.8684939	1.777952
18	0.01694529	0.00055256314	-0.0045306789000000005	-1.3994357	0.0025488219	-0.039410901	-0.0066215715	-1.5439761
19	-1.6597602999999999	-1.5576733999999999	2.6776657000000004	2.1145934	0.21303477	3.0893347999999996	-2.8746853	5.7731597e-15
20	0.039448128	-0.00037934601000000004	-0.03640526	-3.3582203	0.0062793714	-0.08670874	-0.015502398	-3.3219281
21	-1.7483253	-1.5461666	2.7990856	1.5544796	0.19018634	3.0899011	-2.8601377999999995	-3.3219281
