	TSC1/2	p70S6K	AKT	AKTP	PRAS40	IRS1_PI3K	mTORC1_pS2448	mTORC2
1	-3.2685379	0.33546716	-0.082207047	-0.081826918	-0.098418155	-0.21718735	0.33199546	-4.4031097e-13
2	1.4166458999999998	-0.44632998	-2.0363517	-2.0345705	0.41114521	-3.2897068999999997	-0.61100866	2.117183e-08
3	-0.20632107	0.048272275	0.37313295	-0.43843003	-0.092399837	-0.0043246516999999995	0.060132908	1.3800733
4	-0.45795354	0.10124267	0.36775781	-0.42044466	-0.11188018	-0.012733402	0.09469241199999999	9.124834200000001e-11
5	-0.082842475	-2.8853532000000004	0.13844327	0.1376329	0.38623992	0.42132968	-3.2977155	3.7531089e-12
6	-0.22972321	0.052534526	0.44867614	-0.56858884	-0.11069617	-0.004641003	0.067600124	-3.3219281
7	-1.8200091	0.27376642	-2.2428043	-2.2399332000000003	0.15137051	-3.5321392999999994	0.2350798	2.121379e-08
8	-3.4661903	0.34091811	0.26824051	-0.5397688	-0.1649389	-0.2178431	0.33941338	1.3800733
9	-3.7005452000000005	0.34983885	0.27043804	-0.51985124	-0.17099818	-0.2194927	0.34634241	1.0016155e-10
10	-3.3915296	-2.4686778	0.1178483	0.11713093	0.37800106	0.3515434	-2.9852446	3.7111425000000005e-12
11	-3.4884792	0.34132567	0.33730916	-0.67326047	-0.17922048	-0.21788257	0.34020777	-3.3219281
12	1.3869115	-0.43439403	-1.9467563	-2.7438547000000004	0.4017707	-3.2903601000000005	-0.59424117	1.3800733
13	1.3777937	-0.42957596	-1.9495106	-2.712072	0.40057912	-3.2909693	-0.5916491	2.6249356e-08
14	1.2667662	-3.4255123	-1.7098868000000003	-1.7097096999999999	0.74691675	-2.8914729	-3.8432495	2.1133134999999998e-08
15	1.3830321	-0.433047	-1.9308281000000003	-2.9172145	0.40027698	-3.2904203	-0.59183267	-3.3219281
16	-0.7644794	0.15612762	0.84355357	-1.7300693999999999	-0.24985099	-0.018825522	0.15831205	1.3800733
17	-0.30480474	-2.8174162999999997	0.56030241	-0.25854007	0.25595344	0.4201188	-3.2362342999999996	1.3800733
18	-0.25329767	0.057726662000000005	0.49520503	-0.65657638	-0.12313304	-0.0051271956	0.073963367	-1.9418548
19	-0.58700468	-2.7491342	0.54459375	-0.23670515	0.25657369	0.41656501	-3.2000667000000003	9.3754005e-11
20	-0.79716513	0.16004693	0.93656204	-2.3824286	-0.27832673	-0.019161773	0.16549368	-3.3219281
21	-0.33035646	-2.8110706000000003	0.65061893	-0.38116054	0.22574997	0.4200387	-3.2285054	-3.3219281
