	TSC1/2	p70S6K	AKT	AKTP	PRAS40	IRS1_PI3K	mTORC1_pS2448	mTORC2
1	-2.9046185	0.64063009	-1.0828308	-1.0822328	-0.26208753	-1.1362564	0.84807066	2.1238566000000002e-13
2	0.78614166	-0.223132	-3.2146521	-3.2147002999999996	0.14991788	-3.2944534	-0.45549044	4.4408921e-15
3	-0.0025761423999999997	0.0026760061	0.02993864	-1.0712111	-0.0009587306	-0.0005725138700000001	0.0013313464	1.8420134
4	-0.00088513815	0.0012779514	0.011899123999999999	-0.33968823	-0.00035884904	-0.00033691962999999995	0.00045815928	6.215028500000001e-13
5	-2.1434162	-2.3426606	2.403702	2.4028241	0.13764202	2.8764220000000003	-2.5925572999999997	-1.340634e-13
6	-0.0036764771	0.0031390878000000003	0.040506146	-1.6201185	-0.0013423579999999999	-0.00063872754	0.0018972379999999999	-3.3219281
7	-2.4852282000000003	0.62036473	-4.3620549	-4.3614203	-0.22311797	-4.4532155	0.78935679	2.1719292999999996e-12
8	-2.8997394	0.64062266	-1.0747345	-2.1753089	-0.26180708	-1.1363047	0.84747137	1.8420134
9	-2.9020981	0.64061461	-1.0796451999999999	-1.4306442	-0.26194552	-1.1362833	0.84776083	1.0174084e-12
10	-4.7134073	-1.8924055	1.7289523999999998	1.7282110000000002	0.22239913	1.9679491000000002	-2.3408477999999997	-1.1035804000000001e-13
11	-2.89926	0.64063231	-1.0703844	-2.7304307999999997	-0.26179709	-1.1363107	0.84741296	-3.3219281
12	0.78824339	-0.22345389	-3.2177981	-4.319045200000001	0.15025518	-3.29445	-0.45684409	1.8420134
13	0.78720578	-0.2233261	-3.2160368999999998	-3.5676932	0.15008516	-3.2944513	-0.45617599	1.1954882e-12
14	0.27467828	-3.0683380000000002	-0.40009463	-0.40071507	0.41490857	-0.41481644	-3.4692858999999996	-1.3374306e-13
15	0.78850481	-0.22347399	-3.2165482999999995	-4.8772706	0.15029614	-3.294451	-0.45701221	-3.3219281
16	-0.0034613870000000002	0.0040306397	0.041921105	-1.9589337	-0.0013226827	-0.00093325788	0.0017894156	1.8420134
17	-2.3379805	-2.2936669	2.6089006	1.5069853000000002	0.099415087	2.8740195	-2.5569936	1.8420134
18	-0.0039383395000000005	0.0034186989000000003	0.043523569000000005	-1.8838156000000004	-0.0014401545	-0.0006989938900000001	0.0020324889	-1.4799147
19	-2.2248519	-2.3170161	2.4823912999999997	2.1303451	0.12333707	2.8744933999999995	-2.5771838	9.992007199999999e-14
20	-0.0045735279	0.0045067181	0.052539069	-3.2693072999999995	-0.0017105110999999999	-0.0010021505	0.0023612554	-3.3219281
21	-2.3857605	-2.2873577000000003	2.6737001	1.0125875	0.086642579	2.8738487999999998	-2.5488702	-3.3219281
