	TSC1/2	p70S6K	AKT	AKTP	PRAS40	IRS1_PI3K	mTORC1_pS2448	mTORC2
1	-3.105682	0.83889423	-0.95348074	-0.96943832	-0.29054259	-1.0040888000000001	1.024002	1.8227531e-11
2	0.42593804	-0.16539024	-3.227223	-3.2221013	0.10713333	-3.3143580000000004	-0.27995664	-1.7746983e-13
3	-0.006420290899999999	0.0032939443	0.050114424000000005	-1.0912507	-0.0023320094	-0.00018829595000000002	0.0037204173	1.2688108
4	-0.0032796659	0.0017950324	0.02394302	-0.42793722	-0.0011380574	-0.00013575653	0.0018158772	8.3463347e-11
5	-1.1019557	-2.5728438999999996	2.2220356	2.2560644	0.092584291	2.6831806	-2.6976575	-1.9525204999999997e-11
6	-0.0073693941	0.0036809955	0.0590846	-1.3881715000000001	-0.0027325313	-0.00020478781000000002	0.0043290882	-3.3219281
7	-2.8692442000000002	0.82261642	-4.230061	-4.2435186	-0.25729047	-4.324636099999999	0.98838235	2.2789881e-10
8	-3.10602	0.83905194	-0.9238345	-2.0818379	-0.29085545	-1.0041108	1.0240432	1.2688108
9	-3.1057322999999997	0.83897905	-0.93939135	-1.4113712999999999	-0.29068879	-1.0041030999999998	1.0240048000000002	1.1229128999999999e-10
10	-4.0240328000000005	-1.9407398999999999	1.5853753000000002	1.6078652	0.16289502	1.8153366000000002	-2.1977917999999996	-1.7481739000000003e-11
11	-3.1061757	0.83907146	-0.91827221	-2.3756149	-0.29092322	-1.0041127	1.0240649	-3.3219281
12	0.42645691	-0.16541989	-3.2125174	-4.351659	0.1071815	-3.3143633	-0.2803082	1.2688108
13	0.4262573	-0.16542461	-3.2207824	-3.6673115	0.10716854	-3.3143629999999997	-0.28017245	1.4905865e-10
14	0.1711209	-3.1712352999999998	-0.59473847	-0.54207273	0.36006379	-0.62103121	-3.4318120000000003	-2.0117198000000002e-11
15	0.42648614	-0.16541328	-3.2089838	-4.6549949	0.10717718	-3.314364	-0.28032826	-3.3219281
16	-0.0099226109	0.0052182222	0.074698573	-2.3534147	-0.0035414974	-0.00033354510999999997	0.0056505834	1.2688108
17	-1.2170721000000002	-2.5230441000000003	2.4410220000000002	1.3383187	0.051681605	2.6819957000000003	-2.6462814	1.2688108
18	-0.0080430329	0.0040273919	0.064199453	-1.6153913999999998	-0.0029765874	-0.00022465682999999996	0.004718476	-2.0531173
19	-1.1664903	-2.5445449	2.3239346000000003	1.9128561000000002	0.073875312	2.6819641	-2.6704842999999996	1.4652501000000002e-11
20	-0.010903525	0.005620401800000001	0.083767805	-3.2434167	-0.0039537826000000005	-0.00035084898999999996	0.0062774848	-3.3219281
21	-1.2297846000000001	-2.518158	2.4805679	1.0625749	0.043983666	2.6819467	-2.6398597	-3.3219281
