	IKKa	NF-kB	A20	FLIP	XIAP	TNFRC2:FLIP:pCasp8	Casp3	Casp6	Casp8
1	-0.052495664000000004	-0.0013610056	-6.0946981e-05	-0.00019503349	-8.1908604e-06	-0.00013684316	-0.032384491	1.836531e-06	1.4671135e-05
2	4.945257e-05	-6.9904981e-05	-0.00017613083	-0.0007501052	-4.1410923e-05	-0.00034840883	0.020634413	0.00059484309	0.00046578747
3	0.014989062	0.00039072053	-0.052383078	4.6055690000000006e-05	1.8238468999999997e-06	0.025106748999999998	-0.15922539	0.00022513122000000004	0.02429855
4	-1.8442025e-06	-5.1789663e-08	-1.1308963e-09	-0.052303399	-6.4118483e-08	-0.031107382000000003	-0.099938369	2.2255724e-05	0.010255275999999999
5	0.00037125288	9.5365858e-06	4.5063784999999995e-07	-0.0022889971	-0.052934305999999993	2.290068	0.92621436	0.48025424	10.339315
6	1.3167064e-07	3.8428283e-09	8.4431992e-11	1.5419843000000001e-07	2.0947111e-06	1.0370215e-05	-0.14863397	-0.0016274673000000002	-0.00020835685
7	7.8330495e-08	2.270381e-09	3.9232923e-11	9.720737300000002e-08	1.2318906000000002e-06	1.6175801999999998e-07	0.026751337000000004	-0.23062469	-0.055406475999999996
8	-4.9252724e-07	-1.4512336e-08	-1.5013672e-10	2.9421916e-06	2.4698903e-06	-0.017534674	-0.033336388	-0.0019444065	-0.1436992
9	-0.052495664000000004	-0.0013610056	-6.0946981e-05	-0.00019503349	-8.1908604e-06	-0.00013684316	-0.032384491	1.836531e-06	1.4671135e-05
10	-0.052495664000000004	-0.0013610056	-6.0946981e-05	-0.00019503349	-8.1908604e-06	-0.00013684316	-0.032384491	1.836531e-06	1.4671135e-05
11	-0.052495664000000004	-0.0013610056	-6.0946981e-05	-0.00019503349	-8.1908604e-06	-0.00013684316	-0.032384491	1.836531e-06	1.4671135e-05
12	-0.052495664000000004	-0.0013610056	-6.0946981e-05	-0.00019503349	-8.1908604e-06	-0.00013684316	-0.032384491	1.836531e-06	1.4671135e-05
13	-0.052495664000000004	-0.0013610056	-6.0946981e-05	-0.00019503349	-8.1908604e-06	-0.00013684316	-0.032384491	1.836531e-06	1.4671135e-05
14	-0.052495664000000004	-0.0013610056	-6.0946981e-05	-0.00019503349	-8.1908604e-06	-0.00013684316	-0.032384491	1.836531e-06	1.4671135e-05
15	-0.052495664000000004	-0.0013610056	-6.0946981e-05	-0.00019503349	-8.1908604e-06	-0.00013684316	-0.032384491	1.836531e-06	1.4671135e-05
16	4.945257e-05	-6.9904981e-05	-0.00017613083	-0.0007501052	-4.1410923e-05	-0.00034840883	0.020634413	0.00059484309	0.00046578747
17	4.945257e-05	-6.9904981e-05	-0.00017613083	-0.0007501052	-4.1410923e-05	-0.00034840883	0.020634413	0.00059484309	0.00046578747
18	4.945257e-05	-6.9904981e-05	-0.00017613083	-0.0007501052	-4.1410923e-05	-0.00034840883	0.020634413	0.00059484309	0.00046578747
19	4.945257e-05	-6.9904981e-05	-0.00017613083	-0.0007501052	-4.1410923e-05	-0.00034840883	0.020634413	0.00059484309	0.00046578747
20	4.945257e-05	-6.9904981e-05	-0.00017613083	-0.0007501052	-4.1410923e-05	-0.00034840883	0.020634413	0.00059484309	0.00046578747
21	4.945257e-05	-6.9904981e-05	-0.00017613083	-0.0007501052	-4.1410923e-05	-0.00034840883	0.020634413	0.00059484309	0.00046578747
22	0.014989062	0.00039072053	-0.052383078	4.6055690000000006e-05	1.8238468999999997e-06	0.025106748999999998	-0.15922539	0.00022513122000000004	0.02429855
23	0.014989062	0.00039072053	-0.052383078	4.6055690000000006e-05	1.8238468999999997e-06	0.025106748999999998	-0.15922539	0.00022513122000000004	0.02429855
24	0.014989062	0.00039072053	-0.052383078	4.6055690000000006e-05	1.8238468999999997e-06	0.025106748999999998	-0.15922539	0.00022513122000000004	0.02429855
25	0.014989062	0.00039072053	-0.052383078	4.6055690000000006e-05	1.8238468999999997e-06	0.025106748999999998	-0.15922539	0.00022513122000000004	0.02429855
26	0.014989062	0.00039072053	-0.052383078	4.6055690000000006e-05	1.8238468999999997e-06	0.025106748999999998	-0.15922539	0.00022513122000000004	0.02429855
27	-1.8442025e-06	-5.1789663e-08	-1.1308963e-09	-0.052303399	-6.4118483e-08	-0.031107382000000003	-0.099938369	2.2255724e-05	0.010255275999999999
28	-1.8442025e-06	-5.1789663e-08	-1.1308963e-09	-0.052303399	-6.4118483e-08	-0.031107382000000003	-0.099938369	2.2255724e-05	0.010255275999999999
29	-1.8442025e-06	-5.1789663e-08	-1.1308963e-09	-0.052303399	-6.4118483e-08	-0.031107382000000003	-0.099938369	2.2255724e-05	0.010255275999999999
30	-1.8442025e-06	-5.1789663e-08	-1.1308963e-09	-0.052303399	-6.4118483e-08	-0.031107382000000003	-0.099938369	2.2255724e-05	0.010255275999999999
31	0.00037125288	9.5365858e-06	4.5063784999999995e-07	-0.0022889971	-0.052934305999999993	2.290068	0.92621436	0.48025424	10.339315
32	0.00037125288	9.5365858e-06	4.5063784999999995e-07	-0.0022889971	-0.052934305999999993	2.290068	0.92621436	0.48025424	10.339315
33	0.00037125288	9.5365858e-06	4.5063784999999995e-07	-0.0022889971	-0.052934305999999993	2.290068	0.92621436	0.48025424	10.339315
34	1.3167064e-07	3.8428283e-09	8.4431992e-11	1.5419843000000001e-07	2.0947111e-06	1.0370215e-05	-0.14863397	-0.0016274673000000002	-0.00020835685
35	1.3167064e-07	3.8428283e-09	8.4431992e-11	1.5419843000000001e-07	2.0947111e-06	1.0370215e-05	-0.14863397	-0.0016274673000000002	-0.00020835685
