Target	Type	Value	Comment
SFK	node	-1
SHC	node	-1
GS	node	-1
GAB1	node	-1
IRS	node	-1
RasGAP	node	-1
RAS	node	-1
RAF	node	-1
MEK	node	-1
PI3K	node	-1
PIP3	node	-1
PDK1	node	-1
mTOR	node	-1
